ID,chr,name,fam,str,start,end,chr_size
68.te00041,18,chr18_18.00518,2,+,541606,542115,739751
68.te00043,18,chr18_18.00520,2,+,557091,557705,739751
68.te00045,18,chr18_18.00521,2,+,564595,565191,739751
68.te00046,18,chr18_18.00522,2,+,566376,566910,739751
68.te00053,18,chr18_18.00528,2,+,677710,678253,739751
68.te00054,18,chr18_18.00529,2,+,689554,690104,739751
68.te00056,18,chr18_18.00530,2,+,692097,692700,739751
69.te00053,19,chr19_40.00369,1,+,109911,110931,706761
69.te00056,19,chr19_40.00372,1,-,174593,175517,706761
69.te00059,19,chr19_40.00375,1,+,207429,208643,706761
69.te00062,19,chr19_40.00378,1,+,225545,226414,706761
69.te00063,19,chr19_40.00379,1,+,255613,255818,706761
69.te00064,19,chr19_40.00380,1,+,263309,264016,706761
69.te00066,19,chr19_40.00382,1,+,302798,303784,706761
69.te00068,19,chr19_40.00384,1,+,332235,332514,706761
69.te00072,19,chr19_40.00388,1,+,406234,406636,706761
69.te00073,19,chr19_40.00389,1,+,406930,407217,706761
69.te00074,19,chr19_40.00390,1,+,413791,414244,706761
69.te00075,19,chr19_40.00391,1,+,428194,428477,706761
69.te00077,19,chr19_40.00392,1,+,439916,440318,706761
69.te00078,19,chr19_40.00393,1,+,441012,441693,706761
69.te00079,19,chr19_40.00394,1,+,461582,462327,706761
69.te00082,19,chr19_40.00397,1,-,529104,529416,706761
69.te00083,19,chr19_40.00398,1,-,532416,532767,706761
69.te00089,19,chr19_40.00402,1,-,592557,593386,706761
69.te00090,19,chr19_40.00403,1,-,595998,596225,706761
69.te00092,19,chr19_40.00405,1,+,607727,608543,706761
69.te00099,19,chr19_40.00412,1,+,654772,655588,706761
69.te00100,19,chr19_40.00413,1,-,662556,663371,706761
69.te00101,19,chr19_40.00414,1,-,665750,666192,706761
69.te00065,19,chr19_40.00381,1,+,296066,296465,706761
69.te00067,19,chr19_40.00383,1,+,313019,313410,706761
69.te00069,19,chr19_40.00385,1,+,362146,362537,706761
69.te00070,19,chr19_40.00386,1,+,366714,367103,706761
69.te00076,19,chr19_40.00365,2,-,42751,43331,706761
69.te00084,19,chr19_40.00366,2,-,53647,54225,706761
69.te00087,19,chr19_40.00367,2,-,58607,59190,706761
69.te00103,19,chr19_40.00368,2,+,79903,80475,706761
69.te00054,19,chr19_40.00370,2,+,114401,114994,706761
69.te00055,19,chr19_40.00371,2,+,136805,137406,706761
69.te00057,19,chr19_40.00373,2,+,182584,183193,706761
69.te00058,19,chr19_40.00374,2,+,204783,205286,706761
69.te00060,19,chr19_40.00376,2,+,208660,209227,706761
69.te00061,19,chr19_40.00377,2,+,219990,220486,706761
69.te00071,19,chr19_40.00387,2,-,375779,376219,706761
69.te00080,19,chr19_40.00395,2,+,522239,522591,706761
69.te00081,19,chr19_40.00396,2,+,524770,525079,706761
69.te00085,19,chr19_40.00399,2,+,570293,570570,706761
69.te00086,19,chr19_40.00400,2,+,576587,576946,706761
69.te00088,19,chr19_40.00401,2,+,591917,592521,706761
69.te00091,19,chr19_40.00404,2,+,602067,602633,706761
69.te00093,19,chr19_40.00406,2,+,608565,609148,706761
69.te00094,19,chr19_40.00407,2,-,616010,616684,706761
69.te00095,19,chr19_40.00408,2,+,631009,631597,706761
69.te00096,19,chr19_40.00409,2,+,641365,641950,706761
69.te00097,19,chr19_40.00410,2,+,646975,647530,706761
69.te00098,19,chr19_40.00411,2,+,652582,653163,706761
69.te00102,19,chr19_40.00415,2,+,705334,705859,706761
70.te00027,20,chr20_20.00403,1,-,46251,46704,742551
70.te00010,20,chr20_20.00409,1,+,157351,157867,742551
70.te00014,20,chr20_20.00412,1,+,201292,201762,742551
70.te00013,20,chr20_20.00413,1,+,205458,206309,742551
70.te00015,20,chr20_20.00415,1,+,268800,269651,742551
70.te00018,20,chr20_20.00416,1,+,289265,289735,742551
70.te00019,20,chr20_20.00417,1,+,293425,294298,742551
70.te00021,20,chr20_20.00419,1,+,359654,359898,742551
70.te00025,20,chr20_20.00422,1,+,436474,437308,742551
70.te00036,20,chr20_20.00431,1,+,561827,562229,742551
70.te00038,20,chr20_20.00433,1,+,622286,623153,742551
70.te00039,20,chr20_20.00434,1,-,662627,663297,742551
70.te00040,20,chr20_20.00435,1,-,664452,664827,742551
70.te00009,20,chr20_20.00399,2,-,2155,2728,742551
70.te00005,20,chr20_20.00400,2,-,11739,12316,742551
70.te00017,20,chr20_20.00401,2,-,26374,26959,742551
70.te00022,20,chr20_20.00402,2,-,38486,39069,742551
70.te00033,20,chr20_20.00404,2,-,55971,56180,742551
70.te00004,20,chr20_20.00405,2,+,104874,105475,742551
70.te00006,20,chr20_20.00406,2,-,112621,113218,742551
70.te00007,20,chr20_20.00407,2,+,121465,122050,742551
70.te00008,20,chr20_20.00408,2,+,130915,131467,742551
70.te00011,20,chr20_20.00410,2,+,164449,164995,742551
70.te00012,20,chr20_20.00411,2,-,199885,200314,742551
70.te00016,20,chr20_20.00414,2,-,235047,235639,742551
70.te00020,20,chr20_20.00418,2,+,333260,333653,742551
70.te00023,20,chr20_20.00420,2,+,416941,417433,742551
70.te00024,20,chr20_20.00421,2,-,431267,431864,742551
70.te00026,20,chr20_20.00423,2,+,439605,440167,742551
70.te00028,20,chr20_20.00424,2,+,445982,446560,742551
70.te00029,20,chr20_20.00425,2,-,479883,480362,742551
70.te00030,20,chr20_20.00426,2,-,506573,506919,742551
70.te00031,20,chr20_20.00427,2,-,511598,512160,742551
70.te00032,20,chr20_20.00428,2,+,514178,514691,742551
70.te00034,20,chr20_20.00429,2,+,532066,532532,742551
70.te00035,20,chr20_20.00430,2,+,538873,539340,742551
70.te00037,20,chr20_20.00432,2,+,563911,564433,742551
70.te00042,20,chr20_20.00437,2,-,668761,669319,742551
70.te00041,20,chr20_20.00436,2,-,668766,668989,742551
71.te00013,21,chr21_21.00347,1,+,42985,43731,749309
71.te00015,21,chr21_21.00363,1,-,394101,395047,749309
71.te00024,21,chr21_21.00372,1,-,506318,506778,749309
71.te00027,21,chr21_21.00375,1,-,566908,567805,749309
71.te00010,21,chr21_21.00357,1,+,238844,239435,749309
71.te00002,21,chr21_21.00345,2,+,15089,15577,749309
71.te00004,21,chr21_21.00346,2,+,17049,17442,749309
71.te00014,21,chr21_21.00348,2,+,43754,44266,749309
71.te00031,21,chr21_21.00349,2,+,81613,81836,749309
71.te00001,21,chr21_21.00350,2,+,100469,101065,749309
71.te00003,21,chr21_21.00351,2,-,159460,160039,749309
71.te00005,21,chr21_21.00352,2,-,191908,192445,749309
71.te00006,21,chr21_21.00353,2,-,197875,198382,749309
71.te00007,21,chr21_21.00354,2,-,215161,215434,749309
71.te00008,21,chr21_21.00355,2,-,219070,219602,749309
71.te00009,21,chr21_21.00356,2,+,223027,223557,749309
71.te00011,21,chr21_21.00358,2,-,245183,245792,749309
71.te00012,21,chr21_21.00359,2,+,262503,263177,749309
71.te00016,21,chr21_21.00360,2,+,277871,278405,749309
71.te00017,21,chr21_21.00361,2,-,301173,301740,749309
71.te00018,21,chr21_21.00362,2,+,302330,302784,749309
71.te00019,21,chr21_21.00364,2,-,438091,438722,749309
71.te00020,21,chr21_21.00365,2,-,459551,460062,749309
71.te00021,21,chr21_21.00366,2,+,467263,467764,749309
71.te00022,21,chr21_21.00367,2,-,487019,487587,749309
71.te00023,21,chr21_21.00368,2,-,492347,492937,749309
71.te00025,21,chr21_21.00369,2,-,495674,496186,749309
71.te00026,21,chr21_21.00370,2,-,499315,499730,749309
71.te00028,21,chr21_21.00371,2,-,502767,503270,749309
71.te00029,21,chr21_21.00373,2,-,507040,507683,749309
71.te00030,21,chr21_21.00374,2,-,550130,550839,749309
72.te00037,21,chr21_21.00376,2,-,576042,576651,749309
72.te00008,21,chr21_21.00377,2,-,599894,600447,749309
72.te00048,21,chr21_21.00378,2,+,613034,613593,749309
72.te00045,22,chr22_22.00421,1,-,64770,65469,716396
72.te00049,22,chr22_22.00423,1,-,69384,69970,716396
72.te00001,22,chr22_22.00425,1,-,107309,107797,716396
72.te00004,22,chr22_22.00428,1,+,186508,186858,716396
72.te00006,22,chr22_22.00430,1,+,194324,194569,716396
72.te00007,22,chr22_22.00431,1,-,225446,225908,716396
72.te00010,22,chr22_22.00433,1,-,266045,266524,716396
72.te00011,22,chr22_22.00434,1,-,267077,267986,716396
72.te00012,22,chr22_22.00435,1,-,285345,286323,716396
72.te00014,22,chr22_22.00437,1,-,290086,291063,716396
72.te00016,22,chr22_22.00439,1,-,299444,300432,716396
72.te00019,22,chr22_22.00442,1,+,327613,328077,716396
72.te00020,22,chr22_22.00443,1,+,329543,330005,716396
72.te00021,22,chr22_22.00444,1,+,342062,342955,716396
72.te00022,22,chr22_22.00445,1,+,343521,344093,716396
72.te00025,22,chr22_22.00448,1,+,387892,388610,716396
72.te00027,22,chr22_22.00450,1,-,407106,407278,716396
72.te00028,22,chr22_22.00451,1,-,415272,415661,716396
72.te00029,22,chr22_22.00452,1,+,423583,423913,716396
72.te00030,22,chr22_22.00453,1,+,434142,434391,716396
72.te00031,22,chr22_22.00454,1,+,498125,498388,716396
72.te00034,22,chr22_22.00457,1,+,537292,537743,716396
72.te00036,22,chr22_22.00459,1,+,572164,572406,716396
72.te00038,22,chr22_22.00460,1,-,593317,594162,716396
72.te00039,22,chr22_22.00461,1,-,594310,594551,716396
72.te00040,22,chr22_22.00462,1,-,601320,601764,716396
72.te00046,22,chr22_22.00467,1,+,661356,662231,716396
72.te00050,22,chr22_22.00419,2,-,5469,5991,716396
72.te00002,22,chr22_22.00420,2,-,23296,23866,716396
72.te00003,22,chr22_22.00422,2,-,68911,69374,716396
72.te00005,22,chr22_22.00424,2,-,97321,97922,716396
72.te00009,22,chr22_22.00426,2,-,164599,165040,716396
72.te00013,22,chr22_22.00427,2,-,183666,184278,716396
72.te00015,22,chr22_22.00429,2,-,190017,190612,716396
72.te00017,22,chr22_22.00432,2,-,262104,262675,716396
72.te00018,22,chr22_22.00436,2,-,287580,288152,716396
72.te00023,22,chr22_22.00438,2,-,298059,298655,716396
72.te00024,22,chr22_22.00440,2,-,314595,315136,716396
72.te00026,22,chr22_22.00441,2,+,322697,323240,716396
72.te00032,22,chr22_22.00446,2,+,347366,347960,716396
72.te00033,22,chr22_22.00447,2,+,370754,370964,716396
72.te00035,22,chr22_22.00449,2,+,397279,397766,716396
72.te00041,22,chr22_22.00455,2,-,517103,517676,716396
72.te00042,22,chr22_22.00456,2,-,529999,530621,716396
72.te00043,22,chr22_22.00458,2,-,538289,538904,716396
72.te00044,22,chr22_22.00463,2,+,606571,607008,716396
72.te00047,22,chr22_22.00464,2,-,607890,608213,716396
73.te00059,22,chr22_22.00465,2,+,620165,620612,716396
73.te00079,22,chr22_22.00466,2,+,639645,639949,716396
73.te00024,22,chr22_22.00468,2,+,690180,690751,716396
73.te00063,23,chr23_23.00324,1,-,61067,61566,772562
73.te00070,23,chr23_23.00325,1,-,72192,72429,772562
73.te00074,23,chr23_23.00326,1,+,79077,79334,772562
73.te00075,23,chr23_23.00327,1,+,79834,80684,772562
73.te00076,23,chr23_23.00328,1,-,84716,85540,772562
73.te00077,23,chr23_23.00329,1,-,86061,86318,772562
73.te00078,23,chr23_23.00330,1,+,87874,88031,772562
73.te00080,23,chr23_23.00332,1,-,98678,99532,772562
73.te00025,23,chr23_23.00334,1,-,100029,100212,772562
73.te00028,23,chr23_23.00337,1,+,158260,158407,772562
73.te00031,23,chr23_23.00340,1,-,173001,173500,772562
73.te00032,23,chr23_23.00341,1,-,193006,193829,772562
73.te00033,23,chr23_23.00342,1,-,193903,194087,772562
73.te00037,23,chr23_23.00343,1,-,199734,200550,772562
73.te00040,23,chr23_23.00346,1,-,251409,252159,772562
73.te00041,23,chr23_23.00347,1,-,281255,282086,772562
73.te00045,23,chr23_23.00351,1,-,325642,326465,772562
73.te00050,23,chr23_23.00356,1,+,430428,430868,772562
73.te00052,23,chr23_23.00358,1,-,451694,451990,772562
73.te00053,23,chr23_23.00359,1,-,457828,458124,772562
73.te00064,23,chr23_23.00368,1,-,577350,577968,772562
73.te00067,23,chr23_23.00371,1,-,601208,601620,772562
73.te00072,23,chr23_23.00375,1,+,666926,667910,772562
73.te00030,23,chr23_23.00339,1,+,172240,172590,772562
73.te00046,23,chr23_23.00352,1,-,354623,355141,772562
73.te00048,23,chr23_23.00354,1,-,385727,386283,772562
73.te00049,23,chr23_23.00355,1,-,390740,391299,772562
73.te00051,23,chr23_23.00357,1,-,442038,442570,772562
73.te00026,23,chr23_23.00323,2,+,56186,56791,772562
73.te00027,23,chr23_23.00331,2,+,89519,90051,772562
73.te00029,23,chr23_23.00333,2,+,100172,100701,772562
73.te00034,23,chr23_23.00335,2,-,117324,117920,772562
73.te00035,23,chr23_23.00336,2,+,124342,124924,772562
73.te00036,23,chr23_23.00338,2,+,161360,161928,772562
73.te00038,23,chr23_23.00344,2,-,215862,216500,772562
73.te00039,23,chr23_23.00345,2,-,249917,250427,772562
73.te00042,23,chr23_23.00348,2,-,293556,294152,772562
73.te00043,23,chr23_23.00349,2,-,300012,300633,772562
73.te00044,23,chr23_23.00350,2,-,321659,322237,772562
73.te00047,23,chr23_23.00353,2,-,369780,370338,772562
73.te00054,23,chr23_23.00360,2,-,472891,473480,772562
73.te00055,23,chr23_23.00361,2,+,480099,480534,772562
73.te00056,23,chr23_23.00362,2,-,484821,485393,772562
73.te00057,23,chr23_23.00363,2,+,494625,495201,772562
73.te00058,23,chr23_23.00364,2,+,498383,498817,772562
73.te00060,23,chr23_23.00365,2,-,504034,504603,772562
73.te00061,23,chr23_23.00366,2,+,508961,509437,772562
73.te00062,23,chr23_23.00367,2,+,543192,543769,772562
73.te00065,23,chr23_23.00369,2,+,596497,597082,772562
73.te00066,23,chr23_23.00370,2,+,600619,601200,772562
73.te00068,23,chr23_23.00372,2,+,617250,617803,772562
73.te00069,23,chr23_23.00373,2,-,627044,627625,772562
73.te00071,23,chr23_23.00374,2,-,642001,642584,772562
73.te00073,23,chr23_23.00376,2,+,675721,676287,772562
74.te00011,24,chr24_24.00471,1,+,110126,110812,840950
74.te00015,24,chr24_24.00475,1,+,143846,144172,840950
74.te00019,24,chr24_24.00479,1,+,238753,239008,840950
74.te00023,24,chr24_24.00482,1,+,282124,282381,840950
74.te00037,24,chr24_24.00495,1,+,526280,526683,840950
74.te00038,24,chr24_24.00496,1,+,526761,527419,840950
74.te00039,24,chr24_24.00497,1,+,591753,592168,840950
74.te00040,24,chr24_24.00498,1,+,592177,592903,840950
74.te00020,24,chr24_24.00468,2,+,26522,27071,840950
74.te00025,24,chr24_24.00469,2,+,30986,31534,840950
74.te00053,24,chr24_24.00470,2,+,92090,92551,840950
74.te00012,24,chr24_24.00472,2,+,112729,113337,840950
74.te00013,24,chr24_24.00473,2,+,125637,126194,840950
74.te00014,24,chr24_24.00474,2,+,132095,132549,840950
74.te00016,24,chr24_24.00476,2,+,144748,145186,840950
74.te00017,24,chr24_24.00477,2,+,150915,151326,840950
74.te00018,24,chr24_24.00478,2,-,186799,187326,840950
74.te00021,24,chr24_24.00480,2,+,269010,269498,840950
74.te00022,24,chr24_24.00481,2,+,274618,275143,840950
74.te00024,24,chr24_24.00483,2,+,293910,294561,840950
74.te00026,24,chr24_24.00484,2,+,377312,377910,840950
74.te00027,24,chr24_24.00485,2,+,416823,417316,840950
74.te00028,24,chr24_24.00486,2,+,419118,419746,840950
74.te00029,24,chr24_24.00487,2,+,448082,448605,840950
74.te00030,24,chr24_24.00488,2,+,450522,451041,840950
74.te00031,24,chr24_24.00489,2,-,452228,452814,840950
74.te00032,24,chr24_24.00490,2,+,469351,469819,840950
74.te00033,24,chr24_24.00491,2,+,481168,481707,840950
74.te00034,24,chr24_24.00492,2,+,486269,486813,840950
74.te00035,24,chr24_24.00493,2,+,496012,496624,840950
74.te00036,24,chr24_24.00494,2,-,524737,525394,840950
74.te00041,24,chr24_24.00499,2,-,619930,620558,840950
74.te00042,24,chr24_24.00500,2,+,622039,622536,840950
74.te00043,24,chr24_24.00501,2,-,639088,639749,840950
74.te00044,24,chr24_24.00502,2,-,659569,660077,840950
74.te00045,24,chr24_24.00503,2,-,681344,681923,840950
74.te00046,24,chr24_24.00504,2,-,692190,692744,840950
74.te00047,24,chr24_24.00505,2,-,706382,706928,840950
74.te00048,24,chr24_24.00506,2,-,723671,724244,840950
74.te00049,24,chr24_24.00507,2,+,752116,752672,840950
74.te00050,24,chr24_24.00508,2,+,756482,757052,840950
74.te00051,24,chr24_24.00509,2,-,762444,763011,840950
74.te00052,24,chr24_24.00510,2,+,783205,783829,840950
75.te00006,25,chr25_25.00550,1,+,289383,289611,912849
75.te00012,25,chr25_25.00554,1,+,412377,412954,912849
75.te00013,25,chr25_25.00555,1,-,451337,451769,912849
75.te00028,25,chr25_25.00568,1,-,777499,777947,912849
75.te00036,25,chr25_25.00575,1,+,889299,889766,912849
75.te00009,25,chr25_25.00542,2,-,32565,33145,912849
75.te00019,25,chr25_25.00543,2,-,57543,58121,912849
75.te00024,25,chr25_25.00544,2,-,65538,66118,912849
75.te00001,25,chr25_25.00545,2,+,109701,110256,912849
75.te00002,25,chr25_25.00546,2,+,125700,125982,912849
75.te00003,25,chr25_25.00547,2,-,233524,234097,912849
75.te00004,25,chr25_25.00548,2,+,262199,262762,912849
75.te00005,25,chr25_25.00549,2,+,270781,271285,912849
75.te00007,25,chr25_25.00551,2,-,308712,309295,912849
75.te00008,25,chr25_25.00552,2,+,321696,322299,912849
75.te00011,25,chr25_25.00553,2,-,398055,398583,912849
75.te00014,25,chr25_25.00556,2,-,520930,521535,912849
75.te00015,25,chr25_25.00557,2,+,534409,534839,912849
75.te00016,25,chr25_25.00558,2,-,554083,554691,912849
75.te00017,25,chr25_25.00559,2,-,570841,571407,912849
75.te00018,25,chr25_25.00560,2,-,577720,578313,912849
75.te00020,25,chr25_25.00561,2,-,584160,584747,912849
75.te00021,25,chr25_25.00562,2,-,586538,587102,912849
75.te00022,25,chr25_25.00563,2,-,589152,589720,912849
75.te00023,25,chr25_25.00564,2,-,615870,616470,912849
75.te00025,25,chr25_25.00565,2,-,681627,682004,912849
75.te00026,25,chr25_25.00566,2,+,699382,699752,912849
75.te00027,25,chr25_25.00567,2,+,776916,777484,912849
75.te00029,25,chr25_25.00569,2,-,822046,822625,912849
75.te00030,25,chr25_25.00570,2,-,827036,827255,912849
75.te00031,25,chr25_25.00571,2,-,847590,848198,912849
75.te00032,25,chr25_25.00572,2,+,855093,855699,912849
75.te00034,25,chr25_25.00573,2,+,875552,876172,912849
75.te00035,25,chr25_25.00574,2,+,887796,888416,912849
76.te00056,26,chr26_26.00515,1,-,9549,10013,1091579
76.te00111,26,chr26_26.00519,1,-,93040,93289,1091579
76.te00066,26,chr26_26.00521,1,-,112411,113020,1091579
76.te00067,26,chr26_26.00522,1,-,118791,118991,1091579
76.te00070,26,chr26_26.00525,1,-,204180,204417,1091579
76.te00073,26,chr26_26.00528,1,+,233711,234257,1091579
76.te00078,26,chr26_26.00532,1,-,387783,388154,1091579
76.te00079,26,chr26_26.00533,1,-,450333,450577,1091579
76.te00082,26,chr26_26.00535,1,+,500293,500732,1091579
76.te00084,26,chr26_26.00537,1,+,520607,521312,1091579
76.te00090,26,chr26_26.00542,1,+,574037,574502,1091579
76.te00101,26,chr26_26.00553,1,+,734771,734990,1091579
76.te00105,26,chr26_26.00557,1,+,775846,776072,1091579
76.te00106,26,chr26_26.00558,1,+,776440,777178,1091579
76.te00107,26,chr26_26.00559,1,+,783995,784136,1091579
76.te00057,26,chr26_26.00563,1,+,1019165,1019608,1091579
76.te00059,26,chr26_26.00565,1,+,1024261,1025024,1091579
76.te00060,26,chr26_26.00566,1,+,1035808,1036557,1091579
76.te00063,26,chr26_26.00568,1,+,1060081,1060859,1091579
76.te00065,26,chr26_26.00570,1,-,1083956,1084152,1091579
76.te00071,26,chr26_26.00526,1,-,214571,215234,1091579
76.te00072,26,chr26_26.00527,1,+,232689,233153,1091579
76.te00074,26,chr26_26.00529,1,-,240295,240702,1091579
76.te00076,26,chr26_26.00516,2,-,36182,36861,1091579
76.te00080,26,chr26_26.00517,2,-,47540,48216,1091579
76.te00085,26,chr26_26.00518,2,-,51644,52284,1091579
76.te00062,26,chr26_26.00520,2,-,104237,104830,1091579
76.te00068,26,chr26_26.00523,2,-,129712,130345,1091579
76.te00069,26,chr26_26.00524,2,-,172460,173037,1091579
76.te00075,26,chr26_26.00530,2,-,276370,276964,1091579
76.te00077,26,chr26_26.00531,2,+,372038,372655,1091579
76.te00081,26,chr26_26.00534,2,+,482333,482927,1091579
76.te00083,26,chr26_26.00536,2,+,510016,510614,1091579
76.te00086,26,chr26_26.00538,2,-,533205,533809,1091579
76.te00087,26,chr26_26.00539,2,+,542965,543551,1091579
76.te00088,26,chr26_26.00540,2,+,543960,544546,1091579
76.te00089,26,chr26_26.00541,2,+,544955,545540,1091579
76.te00091,26,chr26_26.00543,2,+,575213,575723,1091579
76.te00092,26,chr26_26.00544,2,-,607384,607859,1091579
76.te00093,26,chr26_26.00545,2,-,613267,613819,1091579
76.te00094,26,chr26_26.00546,2,-,615748,616300,1091579
76.te00095,26,chr26_26.00547,2,-,618229,618781,1091579
76.te00096,26,chr26_26.00548,2,+,630950,631459,1091579
76.te00097,26,chr26_26.00549,2,+,689562,690024,1091579
76.te00098,26,chr26_26.00550,2,+,693155,693570,1091579
76.te00099,26,chr26_26.00551,2,+,713813,714394,1091579
76.te00100,26,chr26_26.00552,2,+,719852,720426,1091579
76.te00102,26,chr26_26.00554,2,+,735343,735966,1091579
76.te00103,26,chr26_26.00555,2,+,736028,736426,1091579
76.te00104,26,chr26_26.00556,2,+,736587,736985,1091579
76.te00108,26,chr26_26.00560,2,+,817772,818374,1091579
76.te00109,26,chr26_26.00561,2,+,822213,822644,1091579
76.te00110,26,chr26_26.00562,2,+,824231,824503,1091579
76.te00058,26,chr26_26.00564,2,+,1022469,1023061,1091579
76.te00061,26,chr26_26.00567,2,+,1046028,1046589,1091579
76.te00064,26,chr26_26.00569,2,+,1065157,1065669,1091579
77.te00047,27,chr27_27.00499,1,+,128635,128913,1127087
77.te00050,27,chr27_27.00502,1,+,161319,161449,1127087
77.te00051,27,chr27_27.00503,1,+,161891,162620,1127087
77.te00054,27,chr27_27.00505,1,+,270031,270260,1127087
77.te00055,27,chr27_27.00506,1,+,272029,272624,1127087
77.te00057,27,chr27_27.00508,1,+,288073,288240,1127087
77.te00058,27,chr27_27.00509,1,+,290205,290727,1127087
77.te00063,27,chr27_27.00513,1,-,384129,384990,1127087
77.te00067,27,chr27_27.00517,1,-,408504,409366,1127087
77.te00068,27,chr27_27.00518,1,+,417877,418765,1127087
77.te00072,27,chr27_27.00521,1,-,482166,482615,1127087
77.te00074,27,chr27_27.00523,1,-,498650,499211,1127087
77.te00075,27,chr27_27.00524,1,-,502967,503418,1127087
77.te00083,27,chr27_27.00530,1,+,643720,644671,1127087
77.te00084,27,chr27_27.00531,1,+,665288,665623,1127087
77.te00085,27,chr27_27.00532,1,+,665799,666749,1127087
77.te00087,27,chr27_27.00534,1,+,675763,676263,1127087
77.te00088,27,chr27_27.00535,1,-,686797,687308,1127087
77.te00091,27,chr27_27.00537,1,-,739718,740165,1127087
77.te00095,27,chr27_27.00539,1,-,831826,832493,1127087
77.te00096,27,chr27_27.00540,1,-,860069,861001,1127087
77.te00098,27,chr27_27.00542,1,-,874714,875119,1127087
77.te00052,27,chr27_27.00489,2,+,16948,17548,1127087
77.te00059,27,chr27_27.00490,2,-,29424,30003,1127087
77.te00069,27,chr27_27.00491,2,-,41413,41998,1127087
77.te00076,27,chr27_27.00492,2,-,50871,51454,1127087
77.te00079,27,chr27_27.00493,2,-,55123,55692,1127087
77.te00089,27,chr27_27.00494,2,+,72540,73092,1127087
77.te00093,27,chr27_27.00495,2,+,77552,78119,1127087
77.te00094,27,chr27_27.00496,2,+,82664,83249,1127087
77.te00044,27,chr27_27.00497,2,+,102548,103133,1127087
77.te00046,27,chr27_27.00498,2,-,125368,125955,1127087
77.te00048,27,chr27_27.00500,2,+,132152,132745,1127087
77.te00049,27,chr27_27.00501,2,+,137387,137981,1127087
77.te00053,27,chr27_27.00504,2,+,259943,260543,1127087
77.te00056,27,chr27_27.00507,2,+,287506,288063,1127087
77.te00060,27,chr27_27.00510,2,-,347655,348281,1127087
77.te00061,27,chr27_27.00511,2,+,354161,354777,1127087
77.te00062,27,chr27_27.00512,2,-,368641,369263,1127087
77.te00064,27,chr27_27.00514,2,-,386930,387544,1127087
77.te00065,27,chr27_27.00515,2,-,392691,393305,1127087
77.te00066,27,chr27_27.00516,2,-,403952,404532,1127087
77.te00070,27,chr27_27.00519,2,+,429421,430027,1127087
77.te00071,27,chr27_27.00520,2,-,453657,454275,1127087
77.te00073,27,chr27_27.00522,2,-,495095,495734,1127087
77.te00077,27,chr27_27.00525,2,-,523789,524344,1127087
77.te00078,27,chr27_27.00526,2,+,533057,533446,1127087
77.te00080,27,chr27_27.00527,2,+,592862,593504,1127087
77.te00081,27,chr27_27.00528,2,+,600140,600777,1127087
77.te00082,27,chr27_27.00529,2,+,625513,626016,1127087
77.te00086,27,chr27_27.00533,2,+,667438,668030,1127087
77.te00090,27,chr27_27.00536,2,-,736319,736854,1127087
77.te00092,27,chr27_27.00538,2,-,761526,762107,1127087
77.te00097,27,chr27_27.00541,2,-,869595,870037,1127087
77.te00099,27,chr27_27.00543,2,-,884555,885143,1127087
77.te00100,27,chr27_27.00544,2,-,887429,887944,1127087
77.te00101,27,chr27_27.00545,2,-,898479,898861,1127087
77.te00102,27,chr27_27.00546,2,-,965955,966539,1127087
77.te00045,27,chr27_27.00547,2,+,1118098,1118625,1127087
78.te00053,28,chr28_28.00573,1,+,62691,62987,1153766
78.te00059,28,chr28_28.00575,1,+,80475,80726,1153766
78.te00061,28,chr28_28.00576,1,+,82493,82801,1153766
78.te00032,28,chr28_28.00582,1,-,136104,136558,1153766
78.te00034,28,chr28_28.00584,1,-,202632,203299,1153766
78.te00040,28,chr28_28.00589,1,+,432803,433577,1153766
78.te00042,28,chr28_28.00591,1,+,509249,509572,1153766
78.te00043,28,chr28_28.00592,1,+,515873,516184,1153766
78.te00044,28,chr28_28.00593,1,+,518877,519359,1153766
78.te00047,28,chr28_28.00596,1,+,531946,532390,1153766
78.te00048,28,chr28_28.00597,1,+,537554,538198,1153766
78.te00055,28,chr28_28.00603,1,-,750547,750951,1153766
78.te00060,28,chr28_28.00606,1,-,792725,793119,1153766
78.te00065,28,chr28_28.00610,1,+,835356,835745,1153766
78.te00025,28,chr28_28.00618,1,-,1095506,1096356,1153766
78.te00069,28,chr28_28.00614,1,-,964371,964834,1153766
78.te00037,28,chr28_28.00572,2,+,32007,32586,1153766
78.te00057,28,chr28_28.00574,2,+,79423,79998,1153766
78.te00023,28,chr28_28.00577,2,+,107173,107652,1153766
78.te00026,28,chr28_28.00578,2,+,112409,112975,1153766
78.te00029,28,chr28_28.00579,2,-,116057,116711,1153766
78.te00030,28,chr28_28.00580,2,-,119585,120151,1153766
78.te00031,28,chr28_28.00581,2,-,131204,131644,1153766
78.te00033,28,chr28_28.00583,2,-,170019,170664,1153766
78.te00035,28,chr28_28.00585,2,-,274936,275544,1153766
78.te00036,28,chr28_28.00586,2,+,303850,304426,1153766
78.te00038,28,chr28_28.00587,2,-,409732,410335,1153766
78.te00039,28,chr28_28.00588,2,+,421333,421974,1153766
78.te00041,28,chr28_28.00590,2,+,505079,505484,1153766
78.te00045,28,chr28_28.00594,2,+,519565,520160,1153766
78.te00046,28,chr28_28.00595,2,+,524031,524531,1153766
78.te00049,28,chr28_28.00598,2,-,538203,538312,1153766
78.te00050,28,chr28_28.00599,2,+,579547,580128,1153766
