sseqid,sstart,send
LmjF.35,1941708,1942272
LmjF.35,1942353,1942704
LmjF.35,1953113,1953994
LmjF.35,2003010,2003562
LmjF.35,2013717,2014971
LmjF.35,2067208,2067410
LmjF.35,2090231,2090491
LmjF.36,1,1326
LmjF.36,9086,9643
LmjF.36,468419,469075
LmjF.36,472133,472368
LmjF.36,472434,473579
LmjF.36,473791,473958
LmjF.36,474000,475175
LmjF.36,569989,570560
LmjF.36,579142,579741
LmjF.36,808399,809223
LmjF.36,924442,925099
LmjF.36,950594,950723
LmjF.36,950792,951461
LmjF.36,961886,962518
LmjF.36,965637,966820
LmjF.36,971454,971554
LmjF.36,971867,972101
LmjF.36,972111,972665
LmjF.36,1033978,1034234
LmjF.36,1034287,1034856
LmjF.36,1262697,1263560
LmjF.36,1386026,1386770
LmjF.36,1880912,1881583
LmjF.36,1882448,1883945
LmjF.36,1929371,1929932
LmjF.36,1980113,1981233
LmjF.36,2048767,2049019
LmjF.36,2049035,2049574
LmjF.36,2049582,2050318
LmjF.36,2060685,2061361
LmjF.36,2080126,2080378
LmjF.36,2080394,2080933
LmjF.36,2080941,2081490
LmjF.36,2273148,2273709
LmjF.36,2285667,2286238
LmjF.36,2438136,2438237
LmjF.36,2438398,2438686
LmjF.36,2438706,2438975
LmjF.36,2508077,2508641
LmjF.36,2680661,2682183
